title	text
resistance michael moore launches whistleblower website trumpileaks’	left-wing filmmaker michael moore has launched a new secure website where whistleblowers can leak and share information from inside president donald trump’s administration.
washington legislator proposes bill to strip evergreen of state funding	a washington legislator has proposed a bill that would strip evergreen state college of state funding and turn it into a private college.
report evergreen protesters roaming campus with baseball bats	protesters at evergreen state college are reportedly roaming campus with baseball bats according to photos and videos circulating on social media.
donald trump taunts media twitter honest and unfiltered’	president donald trump defended his use of twitter and other social media platforms to share his thoughts with the american people.
milo book dangerous back on sale soars to 1 on amazon passes clinton sasse	dangerous the book by former breitbart senior editor milo yiannopoulos was released for pre-order for the second time on sunday overtaking both chelsea clinton and ben sasse’s books and reaching number five on the amazon best sellers list within a day.
harvard rescinds offers to incoming freshman over obscene memes	harvard university rescinded offers this week to at least ten incoming members of this fall’s freshman class after a group chat log including explicit memes was leaked to school administrators.
georgia representative wants cyber attack victims to be allowed to hack back’	georgia representative tom graves proposes that victims of cyber attacks should be allowed to hack back in defense.
rep marsha blackburn touts new internet privacy bill	after rescinding an fcc broadband privacy rule congresswoman marsha blackburn r-tn proposes a new bill that enacts light-touch regulation on internet privacy.
esports begin to eclipse traditional sports among millennials	millenials and beyond have begun to embrace esports as their chosen form of competitive entertainment.
report oculus founder palmer luckey now developing border control tech	palmer luckey the founder of virtual reality company oculus has reportedly pitched a new intelligent border control system to white house representatives.
australian consumer watchdog performs sting operation on apple	an australian consumer watchdog carried out a sting operation on tech company apple recently relating to the company’s error 53 iphone bug to demonstrate that the company was not acting in accordance with australian consumer protection laws.
report pacemakers contain thousands of vulnerabilities for hackers	pacemakers contain thousands of vulnerabilities for hackers to exploit according to a recent study.
the tech world responds to theresa may’s proposed internet crackdown	british prime minister theresa may has proposed further internet regulations following the london bridge terrorist attack several major tech companies as well as wikileaks were quick to respond.
california lieutenant governor wants to fight job-replacing robots	lieutenant governor of california and former san francisco mayor gavin newsom wants to fight the technology that’s replacing human jobs around america according to the guardian.
uber to refund passengers after prices surged during london terror attack	uber will refund passengers who used their service near london bridge during the terrorist attack on saturday night.
evergreen board of trustees condemns protesters affirms commitment to free speech	the evergreen state college board of trustees has condemned the actions of protesters who are calling for the resignation of professor bret weinstein.
evergreen prof bret weinstein calls for resignation of college president george bridges	evergreen state college professor bret weinstein who has been embroiled in controversy for his refusal to participate in an event asking white students and staff to leave campus called for college president george bridges to step down.
‘no compromise’ islamic state supporters celebrate london attack on social media	islamic state supporters are celebrating the recent terrorist attack on london england distributing propaganda images via their social media channels calling for no compromise.”
katy perry in manchester touch the person next to you and tell them i love you to help conquer hate’	katy perry encouraged the citizens of manchester to choose love instead of hate even when it’s difficult, during her appearance at the the onelovemanchester benefit concert on sunday before encouraging the audience to touch the person next to them and say i love you.”
stevie wonder urges love in manchester anyone who claims terror due to allah is a liar’	musician stevie wonder branded those who attempt to associate the recent terror attacks with islam liars during sunday’s onelovemanchester charity concert.
cnn host reza aslan calls trump piece of sh*t for correctly identifying london terror attack	cnn host reza aslan calls trump piece of sh*t for correctly identifying london terror attack
leftist software developers kept political dossier on contributor expelled over bdsm kinks	nathaniel catchpole a core developer on the widely-used software project drupal maintained a dossier on larry garfield a fellow developer suspected of anti-leftist views.
bill maher sparks outrage after calling himself a house n**** on real time’	bill maher calling himself a house n**** on friday’s episode of real time has sparked serious outrage across social media and caused many people including some prominent black social justice activists to call for the hbo host to be fired.
american indian in olympia paper progressive racism alive at evergreen’	an american indian local to olympia washington claims that progressive racism is alive at evergreen state college in a letter to the editor in the olympian.
purdue professors develop instantly rechargeable battery tech	a purdue university professor has presented research on rapidly charging batteries that could change the face of the electric automotive industry.
violent threat shuts down evergreen state college faculty allegedly blame bret weinstein	a violent threat against evergreen state college has shut down the campus and some faculty are allegedly blaming professor bret weinstein who has been the target of a controversial protest effort.
nyt on evergreen state college chaos when the left turns on its own’	bari weiss a staff editor for the new york times addressed her concerns over the chaos that erupted at evergreen state college over a professor who refused to participate in a day of absence for white students and staff.
wikileaks cia pandemic malware infected servers to spread virus to computers	in the most recent installment of wikileak’s cia vault 7 series the whistleblowing group has published details on a server virus codenamed pandemic.”
google confirms chrome browser to feature ad-blocker by 2018	google has confirmed that the company’s popular chrome web browser will feature a native ad-blocker by 2018.
tesla fires employee who made unmerited sexual harassment claims	tesla fired a female engineer after claiming that her accusations of sexual harassment at the company were false and unmerited.”
silicon valley speaks out against u.s leaving paris accords	tech leaders across silicon valley have attacked president trump for his recent decision to pull the u.s out of the paris climate accord.
report google faces fine of up to 9 billion in eu antitrust case	google could be facing a 9 billion fine from the european union eu following a seven-year investigation into the search engine.
report india’s city of worst engineers sends the most stem students to u.s.	hyderabad the city that sends the most stem students from india to the united states is a city with the worst engineers in the country according to a report.
thousands of pro-labour tweets generated by fake account bots in run-up to election	labour’s social media election campaign is being amplified by fake accounts pumping out positive messages about the party and its leader jeremy corbyn.
putin says snowden was wrong to leak secrets but is no traitor	(reuters russian president vladimir putin has said he believes former u.s national security agency contractor edward snowden was wrong to leak u.s spy secrets but is no traitor.
ted cruz busts elon musk for flying private jet while lecturing trump on global warming	sen ted cruz r-tx ripped into tesla ceo elon musk thursday night for his use of a private jet after the tech billionaire tweeted his disapproval of president trump pulling out of the paris climate accord.
silicon valley real estate prices up but sales down	the average sales price of a silicon valley home is up 6.4 percent in the last 12 months but at the increasingly unaffordable price of almost 1.5 million the volume of sales is down 11 percent over the same period.
report google facebook control 85 of online ad growth	kleiner perkins caufield byers venture partner mary meeker released her annual internet trends report this week identifying a number of important points for the tech industry.
nyu prof jonathan haidt gives instructions on avoiding the wrath of leftist campus mobs	nyu professor and heterodox academy founder jonathan haidt has published four lessons for professors looking to avoid the wrath of the leftist campus mobs that have taken universities hostage over the past several years.
evergreen professor praises protesters condemns bret weinstein over day of absence stance	amid chaos over an event in which white students and staff were asked to leave campus an evergreen state college professor is condemning one of his colleagues who refused to participate and praising those students calling for his resignation.
netflix ceo net neutrality not important to us because we’re big enough to get deals we want	netflix ceo reed hastings addressed the trump administration’s stance against net neutrality on wednesday claiming that it’s not narrowly important to us because we’re big enough to get the deals we want.”
former mozilla ceo’s brave internet browser raises 35 million in under 30 seconds’	brave a privacy-based and open-source browser raised 35 million from its initial coin offering ico in under 30 seconds this week according to a report.
16-year-old girl accused of hacking uber driver to death	lincolnwood ill ap a 16-year-old girl walked out of a suburban chicago walmart holding a machete and knife she’d stolen climbed into an uber car and began hacking at the driver prosecutors said at a hearing on wednesday the driver died of his wounds tuesday after giving police a description of the attacker that led to her arrest.
swiss man fined 4,100 for liking facebook posts	a man in switzerland has been fined 4,100 for liking posts on facebook that a judge ruled defamatory.
uber declares 708 million loss as finance head leaves company	uber has declared a 708 million loss following their 991 million loss three months ago while its head of finance gautam gupta leaves the company.
doughnut delivery by drone in denver is a peek at the future	denver ap doughnuts were delivered wednesday by drone to denver’s mayor and the city’s police and fire departments in an event that provided a glimpse into what companies hope will be a quick inexpensive way to get merchandise to customers.
german court rules parents have no right to dead child’s facebook account	(reuters a german court rejected a mother’s demand on wednesday that facebook grant her access to her deceased daughter’s account.
google’s sergey brin secretly building world’s biggest air yacht	google co-founder sergey brin is secretly building the world’s largest airship at a cost of up to 150 million to serve both as the ultimate luxury yacht and rapid transit for remote natural disasters.
demand for nintendo switch leads to nintendo and apple battling for scarce parts	having trouble getting your hands on nintendo’s newest hit console the problem may be in your pocket.
evergreen professor protesters forced me to hold class in park over safety concerns	evergreen state college professor bret weinstein wrote in the wall street journal that security concerns caused by student protesters have forced him to hold class off campus.
report facebook lobbied irish leader over data protection commissioner position	documents obtained under the freedom of information act have revealed how facebook coo sheryl sandberg lobbied the irish taoiseach enda kenny over the replacement candidate for the role of data protection commissioner in ireland.
mainstream media silent on evergreen state college’s day of absence chaos	mainstream media outlets have yet to cover the protests that have erupted at evergreen state college over a progressive professor’s refusal to participate in a day in which white community members were asked to leave campus.
nasa announces solar probe which will touch the sun’	at a press conference on wednesday nasa announced the parker solar probe, which will be sent on a mission to examine and research the sun up close.
a meme is born donald trump covfefe typo breaks the internet	a tweet sent out by president trump last night birthed a new meme based entirely around a typo covfefe.
fbi arrests mexican motorcycle gang accused of hacking and stealing over 150 jeep wranglers in california	the federal bureau of investigation fbi have arrested a mexican motorcycle gang who are accused of hacking and stealing over 150 jeep wranglers for spare parts in southern california.
uber fires employee at center of google lawsuit following ultimatum	uber has fired senior engineer anthony levandowski after he refused to return allegedly stolen documents to his previous employer waymo which is owned by google parent alphabet.
delingpole trump pulls out of paris internet shrieks that end is nigh	let’s not get too excited just yet about reports that president trump has made up his mind to pull the u.s out of the paris climate agreement we don’t know the terms and conditions it is entirely possible that what we end up with is a fudge designed to appease both warring factions in the administration but actually resulting in a muddled cop out which pleases no one.
us investigation may lead to new solar panel tax	a new investigation into crystalline silicon photovoltaic cells may result in increased tariffs on solar panels imported into the united states.
university of arizona scholar creates a feminist brand of physics to combat bigotry	a researcher at the university of arizona claims to have created a feminist brand of quantum physics to weed out the bigotry that she believes follows from a study of newtonian physics.
robot preacher gives automated blessings and beams lights from hands	a new robot preacher allows users to receive automated blessings in different languages before it beams light from its hands.
evergreen student activists demand video of them screaming cursing at college president be taken offline	students at evergreen college demanding the suspension of a professor who opposed a school event asking white students and staff to leave campus are demanding that a video of their protest efforts published online be taken down.
uzbekistan bans video games that threaten security political stability’	the uzbekistan government has officially turned 34 video game titles into digital contraband within its borders.
facebook criticizes new german hate speech law for social media	facebook has criticized new german hate speech law that would see social media companies pay up to 50 million in fines if they fail to remove hate speech on their platform.
‘metalimbs want to provide users with an extra set of hands controlled by their feet	“metalimbs, an extra set of robotic arms and hands which can be controlled with your feet have been created by a group of japanese engineers.
amazon’s stock tops 1,000 for the first time	new york ap amazon the e-commerce giant that has changed how much of the world shops for books toilet paper and tvs hit a new milestone its stock topped 1,000 for the first time.
tech leftists target lambdaconf over alleged red-pilling speaker	lambdaconf an annual functional programming conference based in colorado is once again in the left’s crosshairs for failing to censor its speakers.
bill would reward hacking the department of homeland security to find vulnerabilities	the hack dhs act has been introduced in order to help address key vulnerabilities in the department of homeland security.
silicon valley elites continue to push for universal basic income	silicon valley elites continue to push for a universal basic income in america that would give all citizens a guaranteed annual income from the government.
students that stormed ice official’s lecture at northwestern may be disciplined	a lawyer for a student group that interrupted an event at northwestern featuring an ice official is outraged that the students may be disciplined by the university.
report facebook pays army of filipinos to police offensive material	facebook reportedly pays an army of filipino content curators to police content on the social network’s platform.
evergreen state college president gives into demands of leftist student protesters	the president of evergreen state college has announced he will comply with the demands of students who protested professor bret weinstein who refused to participate in a campus event where white students and staff were asked to leave school grounds.
court case could protect students secretly recording teachers	a new court case in the state of maine could protect public school students who secretly record their teachers during class.
news outlets fight google apple facebook over eu privacy laws	an alliance of news publishers have claimed that new changes to european union privacy laws will potentially kill their businesses and give too much power to google apple and facebook.
leftist media outlet attacks marines on memorial day over toxic masculinity’	left-wing news outlet vox attacked marines on memorial day claiming in an article that the marine corps has a toxic masculinity problem.”
uber ceo travis kalanick loses mother in boating accident father injured	the mother of uber ceo travis kalanick died and his father was seriously injured in a power boat accident on pine flat lake last friday according to a fresno county sheriff’s report.
report google will help vietnam censor toxic content	vietnam’s government claims that google’s parent company alphabet will help censor toxic content in the country according to a statement.
u.s may ban laptops on all flights into and out of the country	(reuters the united states might ban laptops from aircraft cabins on all flights into and out of the country as part of a ramped-up effort to protect against potential security threats u.s homeland security secretary john kelly said on sunday.
fake news despite reports donald trump roars back on twitter	president donald trump spent much of his saturday sending unfiltered messages on twitter despite reports that said white house attorneys would start vetting his messages and tweet less.
report cost of target’s data breach nearing 300 million	the cost estimate to retail giant target is now approaching 300 million for the damage from its massive 2013 data breach where the credit card information of some 40 million customers was lost to hackers.
university of arizona scholar identifies as a hippopotamus in academic journal	a visiting scholar at the university of arizona claimed he identifies as a hippopotamus in a recently published article in an academic journal.
facebook’s zuckerberg fight against nationalism struggle of our time’	facebook chief mark zuckerberg choked up while speaking about an illegal immigrant dreamer during his harvard commencement speech and declared that the fight against the forces of nationalism is the struggle of our time.”
mark zuckerberg calls for universal basic income in america	facebook ceo mark zuckerberg closed his commencement speech at harvard this week by discussing the need to modernize democracy and calling for universal basic income in america.
the red pill wins women in film award at digifest	the red pill a documentary about the men’s rights movement won the award for women in film at this year’s digital hollywood digifest.
‘far cry 5 official announce trailer	﻿far cry 5 brings ubisoft’s open-world first-person shooter to the united states pitting players against a religious doomsday cult that has taken over the remote fictional hope county in montana.
tactical augmented reality gives soldiers a video game-style hud on the battlefield	“tactical augmented reality will provide a video game-like heads-up display to soldiers for superior situational awareness in the field.
7 virtue-signaling celebrities silent on massacre of coptic christians	christians brutalized at the hands of muslims in the middle east are a minority seemingly ignored by the elite cultural left.
ai bot dylan computer composer creates over 100,000 new folk songs	“bot dylan, an a.i music composer has created over 100,000 new folks songs after studying 23,000 tradition irish tunes.
bitcoin rival ethereum rallies to over 2,700 increase in 2017	the increasingly popular crypto-project ethereum has had a strong 2017 increasing in value by more than 2,700 percent since the beginning of the year.
western washington university hosts workshop on role of white privilege in america	western washington university is hosting a workshop on reducing the impact of white privilege, according to a report on the university’s website.
report 83 percent of cybersecurity employees say their time is wasted fixing basic it problems	83 percent of system security professionals say their time is wasted fixing other it problems at work according to a survey.
students demand resignation of professor who opposed event asking white students staff to leave campus	student activists at evergreen state college in olympia washington are demanding the resignation of a professor who refused to participate in an event in which white students and staff were asked to leave campus.
hacker vandalizes harvard newspaper site to troll mark zuckerberg	a hacker took control of harvard’s student newspaper to troll one of the ivy league institution’s famous former students mark zuckerberg ahead of his commencement address to the class of 2017.
michael steele on mark zuckerberg’s universal income idea why doesn’t he start with his own organization’	michael steele former rnc chairman and co-host of steele and ungar on siriusxm potus channel 124 joined breitbart news daily host alex marlow on friday to discuss trump’s trip abroad the election of greg gianforte in montana and other topics in the news.
pro-labor group report claims tesla factory had high injury rate	a pro-labor group reported that tesla’s non-union factory in silicon valley had suffered an 87 percent higher injury rate than the unionized auto industry average in 2014-15.
egypt bans 21 websites for supporting terrorism and publishing lies’	the egyptian government announced on wednesday that it was blocking a list of 21 websites for having content that supports terrorism and extremism as well publishing lies.”
‘titanfall 2 monarch’s reign gameplay trailer	respawn entertainment is bringing a new titan to its giant mech first-person shooter titanfall 2 with the latest free content update monarch’s reign.
milo and pamela geller protest sharia-advocate linda sarsour in nyc	former breitbart senior editor milo yiannopoulos and pamela geller held a protest against sharia-advocate linda sarsour’s speaking engagement at the city university of new york cuny on thursday.
berkeley police arrest local professor for allegedly beating trump supporters with bike lock	eric clanton a former professor at diablo valley college has been arrested by berkeley police for allegedly attacking pro-trump activists with a bike lock during rallies that took place on april 15.
china tries to censor ai victory over go champion	the chinese government attempted to prevent its citizens from watching google’s alphago ai defeat the world’s best player.
feminists sue university for failing to protect them from mean internet comments	a feminist student group at the university of mary washington has filed a title ix lawsuit against the institution for failing to protect them from mean comments on the internet.
lobbyists for google facebook trying to stop new online privacy protections	lobbyists representing tech firms such as google and facebook are fighting against new proposed online privacy protections.
‘i could punch her in the face libertarian student faces backlash after researching faculty bias	a student at the university of wisconsin green bay is facing a severe backlash after conducting research into faculty bias at her institution.
report how silicon valley is trying to topple trump	recode has published a report outlining how democrats are attempting to use contacts within the tech world to further their political causes.
virtual fidget spinner rockets to the top of ios app charts	fidget spinners the heir apparent to fad toys like pogs tamagotchi and furby is now also dominating the digital realm becoming the most-downloaded free ios app.
student allegedly hacks school computer system changes grade	a student at the university of central florida was arrested on wednesday after over allegations he hacked into the school grading system changing a failing grade.
report obama’s nsa conducted illegal searches on americans for years	a report claims that the nsa under the obama administration regularly violated american privacy protections while intercepting overseas communications.
qatar claims news agency hacked fake news causes chaos	the communications office of the government of qatar announced on tuesday that the website of the qatar news agency qna was hacked and a false statement attributed to his highness the emir sheikh tamim bin hamad al-thani has been published.”
advertisers bow to activist left begin pulling ads from hannity	a number of companies have pulled ads from fox news host sean hannity’s show hannity after he pledged to continue investigating circumstances surrounding the death of murdered dnc employee seth rich.
left-wing funder bankrolls news sites that leaked trump-duterte phone transcript	tel aviv the intercept news website and a philippine news outlet that collaborated to publish an alleged transcript of president donald trump’s private phone call with philippine president rodrigo duterte are both directly tied to liberal billionaire ebay founder pierre omidyar.
bipartisan bill will keep the nsa out of your inbox	the house of representatives is considering a bill that would prevent the nsa from conducting warrantless searches through u.s citizens e-mail accounts.
report facebook moderators told to remove dehumanizing posts about refugees but not holocaust denial posts	facebook moderators have been ordered to remove dehumanizing posts about migrants and refugees but not holocaust denial posts in countries where it’s outlawed according to a new report.
reuters facebook signs buzzfeed vox others for original video shows	(reuters facebook inc fb.o has signed deals with millennial-focused news and entertainment creators vox media buzzfeed attn group nine media and others to make shows for its upcoming video service which will feature long and short-form content with ad breaks according to several sources familiar with the situation.
report facebook flooded with revenge porn sextortion’	during a single month facebook assessed nearly 54,000 cases of revenge porn and sextortion on the platform according to a report by the guardian.
target to pay out 18.5 million to close investigation into 2013 data breach	retail giant target will reportedly pay 18.5 million to 47 states in order to bring a close to the investigation into their 2013 data breach.
middlebury announces disciplinary measures for students involved in charles murray protest	middlebury college has announced in a press release disciplinary measures taken against students who participated in the protests that led to the derailment of a speaking event featuring charles murray.
chinese student who praised free speech in u.s condemned by china’s communist party	an international student from china who gave the student address at the university of maryland’s commencement ceremony is facing a backlash in her home country after her speech went viral.
college republicans cleared of wrongdoing after being threatened with sanctions over free speech board	the hood college republicans have been cleared of wrongdoing after being threatened with sanctions for posting conservative quotes on the club’s bulletin board on campus.
hackers may have obtained names of over 16,000 florida concealed permit holders	hackers may have breached a database and obtained the names of over 16,000 concealed carry permit holders in florida the state’s department of agriculture and consumer services announced the breach this week.
report uber underpaid nyc drivers by millions of dollars over past two and a half years	uber said it mistakenly underpaid its new york city drivers by millions of dollars since 2014 for two and a half years according to a report.
twitter co-founder i thought free speech could make the world a better place’ i was wrong’	twitter co-founder and medium creator evan williams criticized the concept of free speech during an interview with the new york times on saturday.
jeff bezos wants to create permanent cities on the moon	amazon ceo jeff bezos believes that it’s time to go back to the moon but this time to stay in permanent lunar cities.
u.s appeals court rules wikipedia can pursue nsa surveillance lawsuit	(reuters a federal appeals court on tuesday revived a wikipedia lawsuit that challenges a u.s national security agency nsa program of mass online surveillance and claims that the government unconstitutionally invades people’s privacy rights.
scholars behind penises cause climate change hoax claim academia is overrun by left-wing zealots’	following the publication of their hoax paper that claimed male genitalia causes climate change two professors are claiming that academia is overrun by left-wing zealots.”
‘this is only the beginning’ isis supporters celebrate manchester attack on social media	isis supporters celebrated the terrorist attack at an ariana grande concert in manchester england on monday night issuing warnings that the attack was only the beginning.”
megaupload founder kim dotcom claims seth rich was dnc leaker offers to work with special counsel mueller	internet entrepreneur kim dotcom has released a statement claiming knowledge of connections between murdered dnc staffer seth rich and wikileaks.
tech services industry increases h-1b lobbying efforts reports show	the foreign outsourcing industry is increasing its h-1b visa lobbying efforts to ensure the flow of foreign labor continues as the trump administration conducts a full legal review of the program.
delingpole how social media’s useful idiots responded to the manchester suicide bomb	this morning i woke to learn that 22 people had been killed and upwards of 50 injured by a muslim terrorist bomber at an ariana grande pop concert in manchester england so based on past events i thought i’d predict how it would pan out on social media.
university of oregon spends 23,400 to rename buildings amid concerns of racism	the public university of oregon spent 23,000 on research before deciding whether or not to change the name of several buildings on campus which students claim have racist histories.
campus free speech group denied university recognition after screening anti-pc film	a campus free speech group at lawrence university in appleton wisconsin was denied institutional recognition after they screened the anti-pc film can we take a joke?
leftists bemoan islamophobia backlash on social media following manchester terrorist attack	leftists took to twitter monday night to tweet about their fears of islamophobia following the terrorist attack at an ariana grande concert in manchester england.
6 things we learned from facebook’s leaked internal rules on terrorism sexual imagery and violence	recently leaked internal memos outlining facebook’s guidelines for removing content have provided unique insight into what is permissible and what is forbidden on the social media platform.
‘destiny 2 official gameplay reveal trailer	the last city has fallen and the traveller has been taken now the guardians must regain their powers and rebuild their arsenals to save the earth in destiny 2.
‘prey review an immersive though sometimes repetitive sci-fi shooter rpg hybrid	arkane studios revival of the prey franchise may not be the epic adventure we were once promised but it’s a thrilling science fiction adventure in its own right if you don’t fault its reliance on some well-worn tropes.
school board member resigns after posting about trump assassination on social media	a member of an iowa school board resigned last thursday after a social media post in which he referenced donald trump being assassinated came to light.
ex-ibm developer found guilty of stealing trade secrets for china	a former ibm developer has pled guilty to stealing trade secrets for the chinese government.
new report claims china killed cia sources between 2010 to 2012	a newly released report claims that the chinese government killed or imprisoned as many as 20 cia sources between 2010 and 2012.
harvard to begin testing anti-aging drug	researchers at harvard medical school will begin trials of a new drug that has been proven to reverse aging in mice.
students ask boston university alumni to withhold donations over school’s ties to fossil fuel industry	boston university alumni are threatening to withhold donations until the institution divests from companies that are exploring fossil fuel reserves.
robocop dubai unveils new street-patrolling robot police officer	the world’s first operational robocop has been unveiled in dubai allowing citizens to pay fines report crimes and contact police headquarters.
dr michael savage gives president trump a prescription to fix his presidency	during thursday’s savage nation monologue michael savage gave president trump a specific series of steps he should follow to solve his problems with leftists intent on creating a false enemy called russia.”
report new cyber attack worm uses seven leaked nsa tools wannacry used just two	a new cyber attack worm uses seven leaked tools from the national security agency nsa) according to a report.
cnn’s fareed zakaria blasts silencing of conservatives on campuses in commencement address	cnn’s fareed zakaria offered a blistering criticism of the rise of political intolerance and anti-intellectualism on college campuses in a commencement address at bucknell university on sunday.
zuckerberg’s open borders group enforcing immigration law hurts public safety’	facebook ceo mark zuckerberg’s open borders organization says president trump’s push to improve enforcement of immigration laws hurts public safety.”
california unemployment falls to lowest rate in 16 years	california’s unemployment rate fell to 4.8 percent in april the lowest rate since the top of the dot-com bubble in december 2001.
mark zuckerberg we need a global superstructure to advance humanity’	facebook founder mark zuckerberg stated his belief that the world is in need of a global superstructure in a recent article from the new york times magazine.
a meme is born donald trump touches glowing orb with middle east leaders	president donald trump broke the internet once again during the inauguration of the global center for combating extremist ideology sunday in riyadh the capital of saudi arabia.
delingpole penises cause climate change’ progressives fooled by peer-reviewed hoax study	a pair of hoaxers convinced an academic journal to peer-review and publish their paper that the penis is a social construct causing climate change.
twitter co-founder it’s a very bad thing if twitter helped to elect trump	twitter co-founder evan wiliams spoke recently about president trump’s use of the twitter social media platform to help him to win the presidency going so far as to apologize on twitter’s behalf.
bbc holds personal data threatens to contact employers if users leave offensive comments on articles	the bbc has revealed it will use people personal information to stop them being disruptive or offensive online as well as threatening to inform users employer if they are perceived to have broken the law.
revealed barack obama talked directly with mark zuckerberg about facebook concerns	former president barack obama spoke directly with facebook ceo mark zuckerberg during the latter’s drafting of a 5,700-word manifesto outlining the company’s future goals.
cdc warns swimmers of pool poopers following increase in parasite outbreaks	the cdc has warned swimmers about pool water contaminated by people pooping in them following an increase in cases of a parasitic infection.
uber threatens to fire employee at center of lawsuit from google	uber have threatened to fire one of their engineers unless he gives back documents from his previous employer waymo.
judicial watch files foia suit over obama admin influence in fcc classifying internet as utility	judicial watch is seeking information relating to the obama white house’s influence in the fcc reclassifying the internet as a public utility.
report microsoft withheld free cyber attack patch charged old software users instead	microsoft withheld a free patch from old software users that could have slowed the devastating spread of ransomware wannacry to businesses, opting to charge those using older machines instead according to a report.
harvard english major submits rap album in place of a senior thesis	an english major at harvard university decided to submit a rap album in place of his senior thesis.
report nearly 1 in 4 young women have stopped shaving their armpits	23 percent of young women or nearly 1 in 4 have stopped shaving their armpit hair according to a report.
netflix film okja plagued by technical difficulties at cannes film festival	netflix film okja was plagued by technical difficulties during its screening at the cannes film festival shortly after the festival announced a ban on all streaming films for next year’s entries deadline hollywood reports that netflix’s film okja was plagued with technical
wikileaks julian assange at embassy balcony i will not forgive and forget’ criticises cia and european union	wikileaks founder julian assange appeared on the ecuadorian embassy balcony friday afternoon after sweden announced they were dropping the investigation into alleged rapes calling today’s development an important victory” mr assange 45 who has been claiming political asylum in the
sweden drops investigation of wikileaks assange but uk police will still arrest if he leaves embassy	swedish police officially dropped their seven-year long investigation into rape accusations against wikileaks founder julian assange but a british arrest warrant still hangs over his head.
blue state blues remembering ann porter harvard’s quiet conservative sentinel	what worried ann was that the university was becoming intolerant of intellectual diversity even the quiet kind as administrators colluded with students to poison the tree of knowledge at its roots.
‘shadow brokers threaten to release more stolen nsa cyber weapons	the shadow brokers, the group that pilfered and published the stolen national security agency hacking tools that turned the wannacry ransomware virus into a global crisis are threatening to sell more stolen cyber weapons in june.
democratic bayonne mayor faces sexting scandal	jimmy davis the first-term democratic mayor of bayonne new jersey has been embroiled in a sexting scandal with a former city worker.
5 authoritarian regimes that shape facebook’s censorship policies	facebook’s ceo boasts about his commitment to free speech but the company regularly caves in to the demands of authoritarian regimes.
bbc reserves the right to report commenters to their employer for offensive content	users have noted that the british broadcasting corporation bbc news has reserved the right in their privacy and cookies policy to contact the employers of commenters who post offensive content on their website.
report scientists produce blood stem cells	scientists have finally managed to produce lab-grown blood stem cells after 20 years of attempts according to a report.
justice department preparing fiat chrysler lawsuit over diesel emissions	bloomberg news reported that the u.s justice department is preparing a lawsuit against fiat chrysler after failing to settle epa claims that the company’s diesel engines used software to cheat emissions tests just as volkswagen did.
report isis developing undetectable laptop bombs to smuggle aboard planes	isis has reportedly developed high powered explosives that can be hidden inside laptops and are entirely undetectable by regular airport scanners.
survey only 25 of americans believe higher education is fine how it is’	only 25 percent of americans believe that higher education is fine how it is, according to a recent survey by the think tank new america.
university of michigan students intimidated by masculine wood paneling in academic buildings	students at the prestigious university of michigan are claiming to be intimidated by the masculine wood paneling on the walls of academic buildings on campus.
university of hawaii professor universities should stop hiring white cis men’	a professor at the public university of hawaii argues that the university should stop hiring white cis men.”
twitter introduces creepy new privacy settings auto location tracking	twitter have introduced a series of new privacy setting changes including an automatic location tracker that informs advertisers where you’ve been.
yale dean placed on leave over yelp reviews calling people white trash’	hartford conn ap a yale university dean has been placed on leave over offensive reviews she made on yelp including one in which she refers to customers of a local restaurant as white trash.”
eu fines facebook over misleading information in whatsapp deal	brussels ap the european union has fined facebook 110 million euros $122 million for providing misleading information over its buyout of mobile messaging service whatsapp.
fcc votes to begin net neutrality repeal	the federal communications commission fcc voted to start the process to repeal the controversial net neutrality regulations on thursday.
cybersecurity firm a larger global cyber attack is on the way	a cybersecurity firm has claimed that another bigger cyber attack is on the way adding that the next incident could dwarf the last.
amazon looks to take away the need to ever use a cable box again with integrated fire tv sets	amazon will start to ship television sets with fire tv built in as early as next month according to a report.
twitter co-founder biz stone to rejoin company	twitter co-founder biz stone has rejoined the company to guide the culture of the platform.
facebook mischarges advertisers for the tenth time since september	facebook has mischarged their advertisers once again making this the tenth time since september that the company has incorrectly calculated advertising metrics.
snapchat face securities class action suit alleging false and misleading claims about growth	snap inc the company behind snapchat is facing a securities class action suit which alleges it made false and misleading claims about user growth.
nyt’s bret stephens in commencement address leave your safe spaces	new york times columnist bret stephens told graduating students at hampden-sydney college an all-men’s school in southern virginia to leave their safe spaces as part of his commencement address.
public university of illinois spends 60 million on diversity initiatives	the public university of illinois has spent 60 million for diversity initiatives according to a recently published report commissioned by the university.
yale dean apologizes after calling people white trash and uneducated morons in yelp reviews	yale dean june chu was forced to apologize after she called people white trash and uneducated morons in a series of yelp reviews of restaurants and businesses in the new haven connecticut area.
black harvard students holding a graduation of their own	boston ap black students at harvard university are organizing a graduation ceremony of their own this year to recognize the achievements of black students and faculty members some say have been overlooked.
